,Churn,Longevity,TypeTravel,RoomType,RewardPoints,Comfort,ReceptionSchedule,FoodDrink,Location,Wifi,Amenities,Staff,OnlineBooking,PriceQuality,RoomSpace,CheckOut,Checkin,Cleanliness,BarService,Age,Gender,avg_satisfaction,avg_accomodation,avg_reception,avg_catering,avg_key_factors,RewardPoints_bins,Age_bin
122,nochurn,yes,leisure,double,4642.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,1.0,38,M,3.2857142857142856,3.6,3.2,2.5,3.5,1,Mid_adult
123,nochurn,yes,leisure,double,4941.0,5.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,29,M,3.642857142857143,3.4,3.4,4.5,4.0,2,Young_adult
124,churn,yes,leisure,double,5094.0,4.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,63,M,3.7142857142857144,3.8,4.0,4.0,2.5,2,Older_adult
125,nochurn,yes,business,double,5524.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,55,M,3.5714285714285716,3.8,3.0,4.0,4.0,2,Mid_adult
126,churn,yes,business,double,5151.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,43,F,2.4285714285714284,2.8,2.2,2.0,2.5,2,Mid_adult
127,nochurn,yes,business,single,6117.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,52,M,4.357142857142857,4.2,4.4,4.5,4.5,2,Mid_adult
128,churn,no,business,double,5637.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,24,F,2.4285714285714284,2.0,2.6,2.5,3.0,2,Young_adult
129,nochurn,yes,leisure,double,5328.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,36,F,4.214285714285714,3.8,4.2,5.0,4.5,2,Mid_adult
130,churn,yes,business,single,3098.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,38,M,3.4285714285714284,3.6,3.6,2.5,3.5,1,Mid_adult
131,churn,no,business,double,5133.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,32,F,1.7857142857142858,1.8,2.0,1.5,1.5,2,Young_adult
132,nochurn,yes,leisure,single,6520.0,0.0,0.0,0.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,56,F,2.357142857142857,2.6,2.2,2.0,2.5,2,
133,churn,no,business,single,5233.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,26,M,3.142857142857143,3.2,3.4,3.0,2.5,2,Young_adult
134,nochurn,yes,business,single,5874.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,44,F,3.5,3.6,3.4,4.0,3.0,2,Mid_adult
135,nochurn,no,business,double,4332.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,21,M,3.642857142857143,3.4,3.8,3.5,4.0,1,Young_adult
136,churn,no,business,double,4873.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,31,M,2.7857142857142856,2.8,3.2,2.5,2.0,2,Young_adult
137,churn,yes,leisure,double,5264.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,1.0,5.0,3.0,60,M,3.142857142857143,3.8,2.8,3.0,2.5,2,Older_adult
138,churn,yes,business,double,5607.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,4.0,1.0,40,M,2.5,2.4,2.4,2.5,3.0,2,Mid_adult
139,nochurn,yes,business,single,6645.0,0.0,0.0,0.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,54,M,3.357142857142857,3.4,3.4,2.0,4.5,2,Mid_adult
140,nochurn,yes,business,double,6632.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,48,F,4.0,3.4,4.6,3.5,4.5,2,Mid_adult
141,nochurn,yes,leisure,single,5353.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,51,F,4.142857142857143,4.2,4.2,3.5,4.5,2,Mid_adult
142,churn,yes,leisure,double,5102.0,4.0,5.0,4.0,5.0,1.0,4.0,1.0,1.0,5.0,3.0,4.0,4.0,4.0,1.0,71,M,3.2857142857142856,3.2,3.0,2.5,5.0,2,Older_adult
143,churn,yes,business,single,5366.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,61,M,2.2857142857142856,2.0,2.4,2.5,2.5,2,Older_adult
144,churn,yes,business,single,4456.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,42,M,2.2142857142857144,2.2,2.2,2.0,2.5,1,Mid_adult
145,nochurn,yes,business,single,4680.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,48,F,3.357142857142857,3.4,3.6,3.0,3.0,1,Mid_adult
146,nochurn,yes,leisure,double,5080.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,21,F,4.214285714285714,3.8,4.2,5.0,4.5,2,Young_adult
147,nochurn,no,business,single,5370.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,24,F,3.357142857142857,3.6,3.2,3.0,3.5,2,Young_adult
148,nochurn,yes,business,single,6791.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,38,M,3.0714285714285716,3.2,3.4,1.5,3.5,2,Mid_adult
149,nochurn,yes,leisure,double,6131.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,1.0,4.0,56,F,3.0714285714285716,3.2,3.0,3.0,3.0,2,
150,churn,yes,leisure,double,4672.0,3.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,36,M,2.7857142857142856,2.8,2.6,3.5,2.5,1,Mid_adult
151,churn,yes,leisure,double,4705.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,48,M,3.642857142857143,3.6,3.8,3.0,4.0,1,Mid_adult
152,nochurn,yes,business,single,5004.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,57,M,3.357142857142857,3.6,3.6,2.5,3.0,2,Older_adult
153,churn,yes,business,single,4247.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,37,F,2.857142857142857,2.0,3.0,4.5,3.0,1,Mid_adult
154,nochurn,yes,leisure,double,5957.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,44,F,4.428571428571429,4.2,4.6,4.5,4.5,2,Mid_adult
155,nochurn,yes,leisure,double,5600.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,50,F,3.857142857142857,4.0,3.8,4.0,3.5,2,Mid_adult
156,churn,yes,leisure,single,6346.0,1.0,5.0,1.0,5.0,4.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,60,M,3.2857142857142856,2.6,3.8,3.0,4.0,2,Older_adult
157,nochurn,yes,leisure,double,5833.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,29,F,2.0714285714285716,2.2,2.2,2.5,1.0,2,Young_adult
158,nochurn,yes,leisure,double,3822.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,31,F,3.7857142857142856,4.2,4.0,3.0,3.0,1,Young_adult
159,nochurn,no,business,single,5053.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0,3.0,2.0,5.0,4.0,5.0,5.0,29,F,2.857142857142857,2.4,3.8,2.5,2.0,2,Young_adult
160,churn,yes,business,single,4193.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,40,M,3.142857142857143,2.2,3.6,4.5,3.0,1,Mid_adult
161,churn,yes,business,single,2263.0,2.0,4.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,28,M,2.9285714285714284,2.4,3.0,3.5,3.5,0,Young_adult
162,churn,yes,business,suite,6741.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,59,F,3.0,3.6,3.0,2.0,2.5,2,Older_adult
163,churn,yes,leisure,double,4809.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,35,F,4.214285714285714,3.6,5.0,4.0,4.0,2,Young_adult
164,churn,yes,business,single,5710.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,48,M,2.2857142857142856,2.2,2.4,2.5,2.0,2,Mid_adult
165,nochurn,yes,business,double,5213.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,55,M,3.142857142857143,4.0,2.6,2.5,3.0,2,Mid_adult
166,nochurn,yes,business,single,6144.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,47,M,3.5714285714285716,3.8,4.0,2.5,3.0,2,Mid_adult
167,nochurn,yes,business,single,6736.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,69,M,3.2857142857142856,3.6,3.6,2.5,2.5,2,Older_adult
168,nochurn,yes,business,single,3669.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,53,F,3.642857142857143,4.0,4.0,3.0,2.5,1,Mid_adult
169,churn,no,business,double,4972.0,2.0,0.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,5.0,5.0,4.0,2.0,24,F,2.7142857142857144,2.6,2.6,2.0,4.0,2,Young_adult
170,nochurn,yes,business,single,4593.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,37,F,3.0,3.0,3.4,2.5,2.5,1,Mid_adult
171,nochurn,yes,leisure,double,6391.0,5.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,1.0,57,F,3.2857142857142856,3.4,3.4,3.0,3.0,2,Older_adult
172,churn,no,business,single,5712.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,41,F,1.8571428571428572,1.8,2.0,1.5,2.0,2,Mid_adult
173,churn,no,business,single,5538.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,27,F,2.9285714285714284,3.0,2.8,3.0,3.0,2,Young_adult
174,churn,yes,business,double,6551.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,62,F,1.9285714285714286,1.6,2.0,3.0,1.5,2,Older_adult
175,nochurn,yes,business,single,3334.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,35,M,3.2142857142857144,3.6,3.6,1.5,3.0,1,Young_adult
176,nochurn,yes,business,single,3234.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,42,F,4.571428571428571,4.4,4.8,4.0,5.0,1,Mid_adult
177,nochurn,yes,leisure,double,5257.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,54,F,4.357142857142857,4.2,4.4,5.0,4.0,2,Mid_adult
178,churn,no,business,single,3716.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,55,M,3.857142857142857,3.6,4.4,4.0,3.0,1,Mid_adult
179,churn,yes,leisure,double,5371.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,3.0,1.0,2.0,2.0,24,F,2.857142857142857,3.4,2.2,3.0,3.0,2,Young_adult
180,churn,yes,leisure,double,5097.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,2.0,46,M,2.642857142857143,2.6,3.4,1.5,2.0,2,Mid_adult
181,churn,yes,leisure,double,5276.0,2.0,0.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,3.0,23,M,3.0714285714285716,3.0,2.6,3.5,4.0,2,Young_adult
182,churn,yes,business,single,6713.0,3.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,75,M,3.2857142857142856,2.8,3.0,4.5,4.0,2,Older_adult
183,nochurn,yes,business,single,5490.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,53,F,3.5,3.6,3.6,3.5,3.0,2,Mid_adult
184,nochurn,yes,business,single,6766.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,45,M,3.4285714285714284,3.4,3.6,2.5,4.0,2,Mid_adult
185,nochurn,yes,business,suite,5768.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,5.0,1.0,5.0,1.0,4.0,3.0,40,F,3.4285714285714284,2.6,3.4,4.0,5.0,2,Mid_adult
186,nochurn,no,business,single,4694.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,29,F,3.642857142857143,4.0,3.8,3.5,2.5,1,Young_adult
187,churn,no,business,double,5352.0,2.0,0.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,5.0,3.0,4.0,3.0,4.0,28,F,2.9285714285714284,3.2,3.0,3.0,2.0,2,Young_adult
188,nochurn,yes,business,single,4512.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,43,F,3.0714285714285716,3.2,3.6,2.0,2.5,1,Mid_adult
189,churn,yes,business,double,6763.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,49,F,1.9285714285714286,2.4,2.0,1.5,1.0,2,Mid_adult
190,churn,no,business,double,6087.0,2.0,0.0,2.0,2.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,2.0,3.0,5.0,31,M,2.7857142857142856,2.8,3.0,3.5,1.5,2,Young_adult
191,nochurn,yes,business,single,4072.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,49,F,4.428571428571429,4.2,4.6,4.5,4.5,1,Mid_adult
192,nochurn,yes,business,single,3686.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,32,M,3.7142857142857144,4.0,4.4,3.0,2.0,1,Young_adult
193,nochurn,yes,business,single,3002.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,61,M,4.5,4.6,4.4,4.5,4.5,1,Older_adult
194,nochurn,yes,business,double,6595.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,50,F,4.071428571428571,3.8,4.0,4.5,4.5,2,Mid_adult
195,nochurn,yes,leisure,double,5565.0,0.0,4.0,0.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,63,F,3.4285714285714284,3.2,4.2,2.0,3.5,2,Older_adult
196,nochurn,no,business,single,5491.0,4.0,1.0,4.0,5.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,2.0,26,M,3.5,3.8,3.0,3.0,4.5,2,Young_adult
197,nochurn,yes,business,single,4236.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,32,F,3.7142857142857144,3.8,4.2,3.0,3.0,1,Young_adult
198,nochurn,yes,business,single,6216.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,52,F,3.9285714285714284,3.8,3.8,4.5,4.0,2,Mid_adult
199,churn,yes,leisure,suite,5464.0,2.0,4.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,65,M,4.071428571428571,3.6,4.8,3.5,4.0,2,Older_adult
200,nochurn,yes,business,single,5784.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,58,M,4.071428571428571,4.2,4.4,3.0,4.0,2,Older_adult
201,churn,yes,business,single,2178.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,4.0,2.0,39,F,3.0714285714285716,2.6,2.8,3.5,4.5,0,Mid_adult
202,churn,yes,business,double,3083.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,67,F,2.2857142857142856,2.6,2.4,2.0,1.5,1,Older_adult
203,nochurn,yes,business,single,6165.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,50,F,3.9285714285714284,3.8,4.2,3.5,4.0,2,Mid_adult
204,churn,yes,leisure,double,5811.0,2.0,5.0,2.0,1.0,5.0,2.0,4.0,5.0,3.0,2.0,4.0,4.0,5.0,5.0,56,M,3.5,3.2,4.4,3.5,2.0,2,
205,churn,no,business,single,4813.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,5.0,1.0,28,M,2.142857142857143,2.0,2.4,1.0,3.0,2,Young_adult
206,churn,yes,leisure,double,4879.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,56,M,2.2857142857142856,2.2,2.4,2.0,2.5,2,
207,nochurn,yes,business,single,3559.0,0.0,3.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,43,M,3.4285714285714284,4.0,3.8,1.5,3.0,1,Mid_adult
208,churn,no,business,double,5500.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,39,M,3.142857142857143,3.2,2.8,3.0,4.0,2,Mid_adult
209,nochurn,yes,business,single,4373.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,4.0,36,F,3.5714285714285716,3.2,3.8,3.5,4.0,1,Mid_adult
210,churn,yes,business,single,3189.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,46,M,3.2857142857142856,3.2,3.2,3.5,3.5,1,Mid_adult
211,nochurn,yes,business,single,2370.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,25,F,3.5,3.4,3.8,3.0,3.5,0,Young_adult
212,nochurn,yes,business,double,5457.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,5.0,4.0,5.0,44,M,3.7142857142857144,4.2,3.6,3.5,3.0,2,Mid_adult
213,churn,yes,business,single,5690.0,3.0,5.0,3.0,5.0,2.0,2.0,3.0,2.0,1.0,5.0,4.0,1.0,3.0,2.0,32,M,2.9285714285714284,3.0,3.0,2.5,3.0,2,Young_adult
214,churn,yes,business,single,3552.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,59,F,3.9285714285714284,3.8,3.8,4.5,4.0,1,Older_adult
215,churn,yes,leisure,double,5468.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,3.0,3.0,4.0,46,M,3.4285714285714284,3.6,3.0,3.5,4.0,2,Mid_adult
216,nochurn,yes,business,single,6706.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,36,F,3.5714285714285716,4.2,3.4,2.5,3.5,2,Mid_adult
217,churn,no,business,double,5242.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,4.0,4.0,19,F,3.2857142857142856,2.8,3.6,3.5,3.5,2,Young_adult
218,churn,yes,leisure,double,5195.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,49,M,2.7857142857142856,2.4,3.2,2.5,3.0,2,Mid_adult
219,nochurn,yes,business,single,3969.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,51,F,4.142857142857143,4.0,4.2,4.5,4.0,1,Mid_adult
220,nochurn,yes,leisure,double,5214.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,29,F,4.142857142857143,3.8,4.2,4.5,4.5,2,Young_adult
221,churn,yes,leisure,double,5314.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,53,M,2.4285714285714284,2.0,3.0,2.5,2.0,2,Mid_adult
222,nochurn,yes,business,single,3595.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,46,F,4.0,4.2,4.0,4.0,3.5,1,Mid_adult
223,churn,yes,business,single,5535.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,40,F,2.642857142857143,3.4,2.4,1.5,2.5,2,Mid_adult
224,churn,yes,business,double,4529.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,38,M,1.7857142857142858,1.2,1.6,2.0,3.5,1,Mid_adult
225,churn,no,business,single,5308.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,39,F,3.9285714285714284,4.2,3.8,4.0,3.5,2,Mid_adult
226,churn,no,business,double,5736.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,1.0,3.0,2.0,21,M,2.5714285714285716,2.0,2.6,2.0,4.5,2,Young_adult
227,nochurn,yes,business,double,5560.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,5.0,3.0,4.0,45,M,3.7857142857142856,3.2,4.4,4.0,3.5,2,Mid_adult
228,nochurn,no,business,single,4678.0,5.0,5.0,5.0,3.0,4.0,0.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,29,F,3.7142857142857144,3.0,4.2,4.5,3.5,1,Young_adult
229,churn,yes,business,suite,5048.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,4.0,2.0,26,F,2.642857142857143,2.6,2.6,3.0,2.5,2,Young_adult
230,churn,yes,leisure,double,4966.0,1.0,5.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,50,M,3.4285714285714284,2.6,4.4,2.5,4.0,2,Mid_adult
231,churn,yes,leisure,double,4975.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,2.0,1.0,4.0,2.0,4.0,5.0,71,M,3.5714285714285716,3.2,4.0,4.0,3.0,2,Older_adult
232,nochurn,yes,leisure,double,4978.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,29,F,3.2142857142857144,3.0,3.0,3.5,4.0,2,Young_adult
233,churn,yes,leisure,double,5286.0,2.0,5.0,2.0,1.0,5.0,2.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,67,M,3.7142857142857144,3.6,4.6,3.5,2.0,2,Older_adult
234,churn,yes,business,double,4894.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,24,F,2.5,2.4,2.6,2.0,3.0,2,Young_adult
235,nochurn,yes,business,suite,5215.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,2.0,2.0,5.0,5.0,25,M,4.0,4.4,3.6,5.0,3.0,2,Young_adult
236,nochurn,yes,business,single,3694.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,5.0,55,M,4.214285714285714,4.4,4.2,4.5,3.5,1,Mid_adult
237,nochurn,yes,business,single,5510.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,38,M,4.071428571428571,4.2,4.0,4.0,4.0,2,Mid_adult
238,nochurn,yes,business,single,6444.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,42,F,4.357142857142857,4.4,4.6,4.0,4.0,2,Mid_adult
239,nochurn,yes,leisure,double,5500.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,70,F,3.7857142857142856,4.2,4.0,2.5,3.5,2,Older_adult
240,nochurn,no,business,double,5395.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,24,F,1.5714285714285714,1.2,1.8,1.0,2.5,2,Young_adult
241,nochurn,yes,business,double,5739.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,36,M,3.4285714285714284,3.8,3.4,3.0,3.0,2,Mid_adult
242,nochurn,yes,business,single,1963.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,4.0,29,F,3.4285714285714284,3.0,3.4,4.0,4.0,0,Young_adult
243,nochurn,yes,leisure,double,5123.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,49,F,4.357142857142857,4.6,4.2,4.0,4.5,2,Mid_adult
244,churn,no,business,double,4707.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,1.0,4.0,4.0,23,F,3.0714285714285716,3.6,2.6,3.5,2.5,1,Young_adult
245,nochurn,yes,leisure,double,4647.0,1.0,1.0,4.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,46,F,3.2857142857142856,3.8,3.0,3.0,3.0,1,Mid_adult
